symbol,close,open,high,low,volume
VIJAYA.NS,980.95,968,990,945.5,36057
VMM.NS,124.47,126,129.5,119.1,4858431
VOLTAS.NS,1294.8,1328,1331.1,1283.3,248364
VTL.NS,452.2,439.05,463.95,430.45,1594750
WAAREEENER.NS,2647.4,2800,2849.3,2546.9,1071221
WELCORP.NS,736.6,725,744,724.15,253962
WELSPUNLIV.NS,123.27,125,128.76,121.45,2255989
WHIRLPOOL.NS,774.65,790.05,809.95,767.65,547704
WIPRO.NS,241.8,236.8,247.23,235.44,21033580
WOCKPHARMA.NS,1353.8,1371,1394.3,1341,286844
YESBANK.NS,21.14,21.45,21.56,20.9,57297614
ZEEL.NS,81.6,84.1,84.2,80,4146837
ZENSARTECH.NS,667,654.3,682,649.1,702004
ZENTEC.NS,1336.3,1442,1462.5,1300,1523432
ZFCVINDIA.NS,15210,15002,15500,14766,7991
ZYDUSLIFE.NS,878.1,881,897,875.95,173242
