symbol,close,open,high,low,volume
BALRAMCHIN.NS,422.85,417.5,439.9,417.5,535934
BANDHANBNK.NS,148.56,153.26,154.42,147.5,5182295
BANKBARODA.NS,279.7,295,296.55,276.3,15795862
BANKINDIA.NS,150.44,164.11,164.12,149.01,18084329
BASF.NS,3649.7,3646.5,3662.4,3581.1,25873
BATAINDIA.NS,865.1,869.95,898.4,850.8,140370
BAYERCROP.NS,4397.6,4485,4485,4350,14085
BBTC.NS,1677.1,1719.3,1736,1655.8,31917
BDL.NS,1384.1,1505,1522,1370,6865616
BEL.NS,425.35,455,461.65,404.1,101564062
BEML.NS,1687.6,1805.9,1858.9,1601.6,723900
BERGEPAINT.NS,462.85,466,469,460.25,80214
BHARATFORG.NS,1377.6,1450,1475,1323.8,916303
BHARTIARTL.NS,1949,1968.7,1976.4,1901,2926225
BHARTIHEXA.NS,1597.8,1560,1659,1535,115936
BHEL.NS,252.1,264,269.4,241.65,16900179
BIKAJI.NS,661.6,657.85,675,653.35,95792
BIOCON.NS,368.2,365.5,377.6,362.1,6509175
BLS.NS,262.55,258.7,266.6,254.55,915828
BLUEDART.NS,5532,5555.5,5577.5,5384.5,27739
BLUEJET.NS,410.05,418.5,423.9,407.95,133080
BLUESTARCO.NS,1793.4,1809.1,1829.9,1780.7,203252
BOSCHLTD.NS,36130,36530,36570,35500,7701
BPCL.NS,359.45,364.5,367.5,348,7229752
BRIGADE.NS,739.4,755,758.7,735.05,89804
BRITANNIA.NS,5757.5,5886,5909,5710,131755
BSE.NS,2578.1,2800,2800,2377.4,16492708
BSOFT.NS,424.75,418.05,436.65,408,893021
CAMPUS.NS,255.15,253.15,261.25,249,316531
CAMS.NS,676.1,695.1,703,652.05,896900
CANBK.NS,141.05,145.98,148.92,138.01,26364131
CANFINHOME.NS,898.25,932.6,935.1,888.15,88385
CAPLIPOINT.NS,1809.9,1753,1819,1743.7,33517
CARBORUNIV.NS,782.5,785,799.9,777.2,49049
CASTROLIND.NS,182.81,184.01,185,182.55,814705
CCL.NS,972.15,975,978.5,937.2,87789
CDSL.NS,1230.3,1315,1315.9,1196.3,5785378
CEATLTD.NS,3726.5,3750,3808,3700,51925
CENTRALBK.NS,36.28,36.26,37.34,35.7,9723281
CENTURYPLY.NS,762.35,803.95,803.95,753.55,16937
CERA.NS,5043.7,5010,5190,4933.5,8166
CESC.NS,145.39,150.25,152.1,145,829067
CGCL.NS,166.4,172.71,173.95,165.91,685448
CGPOWER.NS,596.9,589.9,620,548.45,14930243
CHALET.NS,856.2,871.3,874.85,852,20735
CHAMBLFERT.NS,431.4,445.1,449.35,422.6,1433243
CHENNPETRO.NS,832.7,865,870.9,808.65,572113
CHOICEIN.NS,754.7,766,767.95,747.45,205652
CHOLAFIN.NS,1579.5,1618,1649,1565.6,674879
CHOLAHLDNG.NS,1710.8,1656.9,1718,1624.1,90608
CIPLA.NS,1328.9,1328.5,1343,1308.7,1117982
CLEAN.NS,808.05,834.55,839.5,801,714881
COALINDIA.NS,419.55,440,440.6,417.5,6197770
COCHINSHIP.NS,1554.6,1675,1689,1492,2146229
COFORGE.NS,1655.4,1654.9,1701.3,1603.8,770445
COHANCE.NS,369.9,382.9,385.8,366.85,224577
COLPAL.NS,2109.2,2114,2125,2069.2,238905
CONCOR.NS,505.35,505,524.6,485.85,3819145
CONCORDBIO.NS,1139.5,1175,1195.9,1128,52776
COROMANDEL.NS,2218,2282.6,2285.8,2202.2,41473
CRAFTSMAN.NS,7397.5,7338.5,7485,7150,16048
CREDITACC.NS,1273.3,1326.4,1326.4,1263.5,166849
CRISIL.NS,4667.9,4663.9,4760,4598,78285
CROMPTON.NS,225.9,222.95,231.86,221.2,3034657
CUB.NS,283.75,301.75,301.75,271.5,1583104
CUMMINSIND.NS,4020.9,4110.2,4172.6,3980.7,337902
CYIENT.NS,1144.3,1145,1149.8,1116.8,150165
DABUR.NS,502.1,509.25,518,494.8,1363827
DALBHARAT.NS,2000.7,2085,2086,1859,404234
DATAPATTNS.NS,2470.9,2691,2836.6,2298,1912383
DBREALTY.NS,100.74,106,109.9,100,1237941
DCMSHRIRAM.NS,1153.2,1177.8,1177.8,1142,14402
DEEPAKFERT.NS,990.2,1050,1064.2,977.4,458670
DEEPAKNTR.NS,1590.1,1642.5,1644.3,1580,63990
DELHIVERY.NS,436.8,432.5,449.75,414.45,9800322
DEVYANI.NS,117.09,116.66,118.24,115,883772
DIVISLAB.NS,6056,6080.5,6120,5940.5,144120
DIXON.NS,10196,10590,11026,9968,1489233
DLF.NS,613.35,638.9,642.3,592.9,3556353
DMART.NS,3613.7,3690,3710,3529,289099
DOMS.NS,2369.2,2410,2419,2332.5,18047
DRREDDY.NS,1178.7,1220.2,1235.6,1169,555385
ECLERX.NS,4644,4699.8,4747,4596.6,35482
EICHERMOT.NS,6889.5,7122.5,7218.5,6814,297693
EIDPARRY.NS,877.8,922.6,922.6,870.55,71036
EIHOTEL.NS,317.3,314.55,321.5,310.05,113543
ELECON.NS,394.65,416,417.8,384.1,367951
ELGIEQUIP.NS,438.75,436.55,448.6,431,238240
EMAMILTD.NS,475.05,487,490,474.4,157481
EMCURE.NS,1485.3,1473.8,1520,1459.9,99216
ENDURANCE.NS,2435.2,2436.1,2450.5,2380,17054
ENGINERSIN.NS,168.69,173.4,175.7,167.21,1456801
ENRIN.NS,2473,2494,2532,2403.9,126631
ERIS.NS,1385.3,1374.5,1399.5,1369.7,14407
ESCORTS.NS,3489.2,3401.1,3501,3401.1,102779
ETERNAL.NS,269.55,274,277.15,258.4,20257153
EXIDEIND.NS,316.65,324,325.95,311.5,1610776
FACT.NS,780,823.05,838,775,205699
FEDERALBNK.NS,285.1,288.55,288.8,281.25,3155061
FINCABLES.NS,721.5,722.25,739,711.85,92260
FINPIPE.NS,174.99,176.99,181.7,171.9,412873
FIRSTCRY.NS,263.45,276.6,277.65,260.55,237501
FIVESTAR.NS,454.25,458.25,467.7,445.85,570433
FLUOROCHEM.NS,2970,3079.8,3079.8,2929.2,18046
FORCEMOT.NS,18780,19500,19502,18500,29380
FORTIS.NS,832.8,857,868.3,827.8,364148
FSL.NS,310.7,322,322,304.4,343228
GAIL.NS,162.42,165,166.69,158.86,11783930
GESHIP.NS,1192.9,1215,1219.9,1125,334493
GICRE.NS,376.9,378.05,381.5,373.4,369292
GILLETTE.NS,8717,8750,8850,8604,23831
GLAND.NS,1834.3,1853.7,1868.6,1782.2,67081
GLAXO.NS,2408.4,2421.4,2448,2372.2,20797
GLENMARK.NS,1940,2011,2011,1929,377365
GMDCLTD.NS,577.5,560,618,556,9487279
GMRAIRPORT.NS,89.8,94,94.3,88.01,6682227
GODFRYPHLP.NS,1995.2,2050,2067.2,1981,275645
GODIGIT.NS,320.6,322.1,326,316.1,38264
GODREJAGRO.NS,519.25,535.75,542.8,517.8,86531
GODREJCP.NS,1161.1,1159.7,1173.5,1142.7,811518
GODREJIND.NS,980.05,975.95,984,962.15,23205
GODREJPROP.NS,1516.8,1580,1584.6,1475,1045646
GPIL.NS,242.74,256.39,260.2,239.89,2825490
GRANULES.NS,552.4,571.8,571.8,550.1,327476
GRAPHITE.NS,595.35,608.55,612,577,1010563
GRASIM.NS,2737.6,2820,2821,2716.2,190200
GRAVITA.NS,1561.8,1609.7,1621,1507.3,127428
GRSE.NS,2522.2,2781,2844.9,2382,4176738
GSPL.NS,298.85,300,304.6,297.1,290307
GUJGASLTD.NS,408.75,426.95,427.05,400.8,123908
GVT&D.NS,"3,243.60","3,250.00","3,260.00","3,089.10",351972
HAL.NS,4376.9,4659,4710,4165,4034039
HAPPSTMNDS.NS,416.95,414.95,428.05,408.45,478798
HAVELLS.NS,1277.5,1293.8,1298.2,1263,317741
HBLENGINE.NS,760.9,801,829.1,724.8,3847924
HCLTECH.NS,1666.2,1692.4,1710.1,1613.1,1846014
HDFCAMC.NS,2460.6,2515,2564.9,2441,583126
HDFCBANK.NS,922.1,932,939.65,912.65,9856486
HDFCLIFE.NS,715.3,731,733,708.5,973885
HEG.NS,523.3,542,549.75,516.95,547486
HEROMOTOCO.NS,5502.5,5568,5694.5,5404.5,430982
HEXT.NS,706,702.85,726.6,692.75,98584
HFCL.NS,65.84,68.27,69.86,65.1,11576628
HINDALCO.NS,908.2,920,936.5,866.35,8740180
HINDCOPPER.NS,599.25,619.95,619.95,555.1,88029787
HINDPETRO.NS,431.45,427.8,435.85,402.7,4450935
HINDUNILVR.NS,2350.7,2373,2384.9,2330.3,780378
HINDZINC.NS,570.1,575,582.9,543.55,45908639
HOMEFIRST.NS,1119.1,1180,1185.4,1114.4,124616
HONASA.NS,276,276.35,283.95,270.1,139795
HONAUT.NS,32940,33700,33745,32800,1228
HSCL.NS,445.55,461,473.5,441.15,794590
HUDCO.NS,192.5,193.4,200.71,188.4,8179865
HYUNDAI.NS,2175.4,2182.3,2230,2150.4,294907
ICICIBANK.NS,1334.2,1352,1365.9,1328.8,4969610
ICICIGI.NS,1829.2,1814.1,1849.5,1792,248640
ICICIPRULI.NS,643.45,640.05,651,626.95,302890
IDBI.NS,98.36,100.4,103.89,97.11,15395483
IDEA.NS,10.87,11.23,11.23,10.3,725785604
IDFCFIRSTB.NS,82.03,84.5,84.5,81.16,26916246
IEX.NS,124.87,127,128.36,122.06,6836901
IFCI.NS,57.43,59,61.69,55.56,105148348
IGIL.NS,309.55,308,318.7,306,239159
IGL.NS,174.32,179.26,179.8,173.1,734452
IIFL.NS,475.75,520,530,471.2,3392558
IKS.NS,1570.6,1550,1586,1532.7,71171
INDGN.NS,480.4,483,490,473.5,190987
INDHOTEL.NS,664.3,675.6,681.45,627.2,1739209
INDIACEM.NS,437.9,457.7,476.05,428.1,450586
INDIAMART.NS,2208.4,2202.2,2248.9,2168.2,28637
INDIANB.NS,843.15,909,909,833.75,1984313
INDIGO.NS,4589.5,4633.9,4652,4545,426732
INDUSINDBK.NS,895.6,894.1,906,863.3,2530553
INDUSTOWER.NS,423.95,443.95,443.95,418,4375451
INFY.NS,1654.5,1630,1677.3,1604,6241188
INOXINDIA.NS,1099.9,1108.1,1112,1088.7,33739
INOXWIND.NS,104.3,108.05,108.19,103.47,4713342
INTELLECT.NS,885,832.3,907.85,785,1371465
IOB.NS,34.35,34.87,35.3,34.17,8506546
IOC.NS,159.69,162.52,162.94,157.56,7234854
IPCALAB.NS,1404,1467.8,1467.8,1400,65307
IRB.NS,40.6,41.55,42.75,40.01,11610461
IRCON.NS,153.74,165.72,168.6,152.1,8688645
IRCTC.NS,606.35,628.8,635.9,600,2837167
IREDA.NS,128.24,132.88,136.14,124.11,14269538
IRFC.NS,113.54,121.3,123.9,112.01,69512247
ITC.NS,309.45,324.6,324.6,306.05,33278995
ITCHOTELS.NS,178.46,181.75,181.75,176.73,1855913
ITI.NS,282.8,290.7,298.85,281.3,656217
J&KBANK.NS,101.88,104.73,105,101.2,1540301
JBCHEPHARM.NS,1875.7,1877.2,1896.7,1824.9,66151
JBMA.NS,554.45,567.9,589,541.3,714503
JINDALSAW.NS,172.43,176.9,176.9,171,1134558
JINDALSTEL.NS,1102,1098,1144.1,1091.8,1512925
JIOFIN.NS,242.3,253.6,255.25,238.4,13896954
JKCEMENT.NS,5477.5,5570,5570,5413,19605
JKTYRE.NS,499.3,522.95,523.7,498,571420
JMFINANCIL.NS,121.63,129.48,129.48,120.1,1544620
JPPOWER.NS,14.88,15.25,15.5,14.66,27465927
JSL.NS,787.9,824.8,824.8,780,468984
JSWENERGY.NS,440.8,461.9,461.9,436.55,2534551
JSWINFRA.NS,258.65,258.9,267.7,257,770000
JSWSTEEL.NS,1191.5,1202.1,1219.9,1172.9,863875
JUBLFOOD.NS,492.3,499.95,509.95,490.45,803933
JUBLINGREA.NS,622.8,638.4,643.95,615.8,77354
JUBLPHARMA.NS,967.85,981.90,985.35,948.30,49324
JWL.NS,302.95,326,340.85,295.25,10560171
JYOTHYLAB.NS,247.52,248.7,253.48,246,179349
JYOTICNC.NS,797.6,814.8,824,791.55,96557
KAJARIACER.NS,885.2,902.95,925.55,871.5,96501
KALYANKJIL.NS,368.9,365.45,385.3,351.5,7677751
KARURVYSYA.NS,286.05,298,298.7,282,6053860
KAYNES.NS,3560.1,3486.5,3654,3420,2024366
KEC.NS,640.55,665,665,635,463205
KEI.NS,3974.4,4035,4035,3802.1,139397
KFINTECH.NS,983.6,1012.9,1014.9,980,425795
KIMS.NS,593.55,608,608,589.9,204888
KIRLOSBROS.NS,1490.4,1566.3,1581.3,1484.7,44777
KIRLOSENG.NS,1140.4,1179.8,1179.9,1105,79810
KOTAKBANK.NS,407.25,408.5,415.9,403.3,8965172
KPIL.NS,1165.3,1139,1174.5,1127.8,70338
KPITTECH.NS,991.1,1040,1040,963.6,2337806
KPRMILL.NS,887.75,878,919,851,975257
KSB.NS,686.6,705,718.75,681.4,32895
LALPATHLAB.NS,1429.5,1397.1,1434.7,1373.9,135073
LATENTVIEW.NS,418.1,407.1,423.7,398.4,342797
LAURUSLABS.NS,930.2,970,973.95,920.4,1707729
LEMONTREE.NS,127.99,130.45,133.83,126.6,2593748
LICHSGFIN.NS,507.6,528.65,529.4,500.35,1638138
LICI.NS,799,830.65,830.65,795.8,842930
LINDEINDIA.NS,5926,5982,6013,5900,5463
LLOYDSME.NS,1073.6,1100,1118.2,1050,270875
LODHA.NS,917.7,976,976,878.4,1147904
LT.NS,3814,3953,4042.8,3756,2654727
LTF.NS,279.1,286.45,288,274.1,2602438
LTFOODS.NS,361,371.8,374.15,357.15,211657
LTIM.NS,6070.5,5970,6165,5908.5,168185
LTTS.NS,3768.4,3750,3789.7,3700,34082
LUPIN.NS,2135.2,2153,2161,2091.9,431253
M&M.NS,3363.8,3444.3,3525,3343,1608594
M&MFIN.NS,358.55,371.85,378.9,354.6,1431232
MAHABANK.NS,60.43,64.5,64.99,58.63,18143218
MAHSCOOTER.NS,13157,13439,13578,12758,2614
MAHSEAMLES.NS,507.25,516,520.6,505.05,50960
MANAPPURAM.NS,269.9,280.8,284.75,267.4,6350038
MANKIND.NS,2093.9,2124,2150.4,2085.1,356538
MANYAVAR.NS,478.45,487.3,492.65,474.5,65954
MAPMYINDIA.NS,1276.1,1323,1352,1265,52464
MARICO.NS,720.65,733.3,734.5,716.8,574440
MARUTI.NS,14199,14650,14796,14136,393678
MAXHEALTH.NS,976.7,958,996.4,950.6,4000115
MAZDOCK.NS,2394.5,2598.8,2657.9,2315.7,4419824
MCX.NS,2233.3,2300,2319.9,2068.5,20999802
MEDANTA.NS,1120.1,1062,1127,1053,712234
METROPOLIS.NS,1898.5,1889,1925.6,1876.8,43470
MFSL.NS,1620,1620.3,1638.2,1574.4,169896
MGL.NS,1046.9,1052.8,1065,1039.1,54459
MINDACORP.NS,552.05,562.85,577.9,542.35,152046
MMTC.NS,62.97,64.2,65.04,62.5,3155585
MOTHERSON.NS,111.88,113,114.88,110.11,7051471
MOTILALOFS.NS,722.15,761.45,787.85,716.8,3129287
MPHASIS.NS,2769.9,2764.5,2840,2694.3,161329
MRF.NS,132295,133000,134355,131455,3220
MRPL.NS,162.77,176.54,176.99,160.2,4072873
MSUMI.NS,42.29,42.85,43.3,42,2169364
MUTHOOTFIN.NS,3493.1,3700,3700,3481.7,1394507
NAM-INDIA.NS,869.95,879.8,884,846.7,853316
NATCOPHARM.NS,817.8,835.9,848.95,815,259908
NATIONALUM.NS,354.2,353,364.45,329.4,38640299
NAUKRI.NS,1254.7,1240,1276.7,1231.9,492153
NAVA.NS,534.1,560.9,574,528,323298
NAVINFLUOR.NS,5950,6115,6176,5900,40702
NBCC.NS,95.39,99.4,101.38,92.89,14147335
NCC.NS,146.1,147.5,151.95,142.92,3553984
NESTLEIND.NS,1282.5,1320,1331.8,1265,1104646
NETWEB.NS,3305.7,3160.2,3359,3060,2282259
NEULANDLAB.NS,13538,13300,14000,13062,60313
NEWGEN.NS,572.85,582,589.6,570.35,236681
NH.NS,1801.9,1760,1821.2,1745,172481
NHPC.NS,77,78.29,79.16,76.07,8737856
NIACL.NS,148.48,150.01,154,147.63,570318
NIVABUPA.NS,77.48,78.71,79.72,77.16,712639
NLCINDIA.NS,245.9,260.9,265,243.85,1603907
NMDC.NS,80.38,80,83.4,78.65,33762048
NSLNISP.NS,41.24,42.25,42.28,40.75,2713751
NTPC.NS,344.75,356,360.8,337.5,13976105
NTPCGREEN.NS,86.3,87.69,90.6,86,12767179
NUVAMA.NS,1246.3,1345.4,1356.9,1210.9,1899671
NUVOCO.NS,328.85,348,348.05,326.1,311995
NYKAA.NS,240.33,235.25,243.54,235.25,1841722
OBEROIRLTY.NS,1451.5,1491,1495.1,1433.1,589532
OFSS.NS,7754.5,7722,7823.5,7611.5,57764
OIL.NS,501.8,509,522.5,491.6,4389293
OLAELEC.NS,31.5,32.8,32.8,31.15,38509445
OLECTRA.NS,1070.9,1084.7,1142,1050,841561
ONESOURCE.NS,1209.6,1216.7,1225,1177.1,81477
ONGC.NS,254.3,269,275.85,253,17179276
PAGEIND.NS,32745,33110,33265,32385,5438
PATANJALI.NS,495.75,500,504.4,484,715707
PAYTM.NS,1158.8,1137.5,1243.8,1023.8,9456840
PCBL.NS,261.45,263.7,269.7,260,354351
PERSISTENT.NS,6068,6065,6200,5949.5,276924
PETRONET.NS,281.25,289.5,292,280.2,544390
PFC.NS,381.5,379.35,401.45,370,22994742
PFIZER.NS,4526.5,4563.6,4625,4500,4247
PGEL.NS,541.5,547.7,566.9,532.7,1252272
PGHH.NS,11921,11900,12250,11843,8291
PHOENIXLTD.NS,1640.6,1670.1,1691.9,1629,175988
PIDILITIND.NS,1423.8,1430.9,1433.2,1410.1,359819
PIIND.NS,3098,3195.4,3202.1,3052,206645
PNB.NS,121.59,124.8,124.8,119.14,18751349
PNBHOUSING.NS,805.35,824.3,860,796,849947
POLICYBZR.NS,1619.1,1642,1661.9,1581.6,1520450
POLYCAB.NS,6819,7050,7050,6733,127051
POLYMED.NS,"1,504.70","1,520.10","1,543.10","1,453.30",66768
POONAWALLA.NS,389.9,400.7,402,373.05,937330
POWERGRID.NS,251.35,258.55,262.3,250.2,9956550
POWERINDIA.NS,18107,18990,19000,17850,79037
PPLPHARMA.NS,151.73,153.86,158.62,151,2262904
PRAJIND.NS,285.55,290.15,297.7,282.35,565417
PREMIERENE.NS,691.45,724,738.95,660,1307827
PRESTIGE.NS,1500.3,1466,1518,1345,936880
PTCIL.NS,18045,18058,18202,17650,11759
PVRINOX.NS,958.15,967,993,951,221636
RADICO.NS,2744.4,2829.6,2839.3,2712,281215
RAILTEL.NS,332.05,355.4,369.7,326.7,4076221
RAINBOW.NS,1144.4,1150,1158.1,1136.5,125478
RAMCOCEM.NS,1087.7,1121,1123,1069,105402
RBLBANK.NS,292,297.8,302.3,290.55,5614632
RCF.NS,135.72,138,142.49,134.14,4496984
RECLTD.NS,359.85,365.3,380,350.7,20059562
REDINGTON.NS,266.45,268.4,271.1,262.6,637946
RELIANCE.NS,1347,1396,1411,1335,9714528
RELINFRA.NS,127.34,127.34,127.34,127.34,183110
RHIM.NS,432.95,438.15,442.95,428,90004
RITES.NS,218.38,230.83,235.5,217.1,1699292
RKFORGE.NS,510.1,511.2,515.95,501.05,96381
RPOWER.NS,27.26,28.3,28.3,27.11,19783520
RRKABEL.NS,1376.8,1380,1461.9,1350,413897
RVNL.NS,326.55,343.4,351.6,309.1,35645158
SAGILITY.NS,48.44,49,49.79,47.7,18116532
SAIL.NS,148.63,148,154.66,141.86,31784997
SAILIFE.NS,839.35,830,845.7,812.7,168175
SAMMAANCAP.NS,142.89,149.3,150.32,141.66,6235416
SAPPHIRE.NS,188.22,186,191.9,185.99,210148
SARDAEN.NS,472.5,489.85,491.25,471,138949
SAREGAMA.NS,337.3,337.2,343.5,333,67836
SBFC.NS,84.97,85.42,86.69,84.5,1004244
SBICARD.NS,737.35,755.75,758.3,725.6,784845
SBILIFE.NS,1974.3,1998.5,2020,1933.5,805792
SBIN.NS,1018.2,1076,1083.6,988.3,12051593
SCHAEFFLER.NS,3599.6,3622.1,3622.1,3535,18817
SCHNEIDER.NS,701.2,688,724,680,327464
SCI.NS,213.59,228.85,234.98,211.72,6044290
SHREECEM.NS,26385,27230,27230,26155,26046
SHRIRAMFIN.NS,997.6,1020,1028.6,970.2,3797158
SHYAMMETL.NS,848.15,851,855.6,838.15,76997
SIEMENS.NS,2981.8,3124,3134.9,2891.3,279037
SIGNATURE.NS,899,900,944,885,313413
SJVN.NS,71.22,73.21,74.19,70.41,4809433
SKFINDIA.NS,1668.2,1675,1700.9,1662,9411
SOBHA.NS,1384.8,1456.2,1459.2,1352.2,171619
SOLARINDS.NS,13198,13605,13857,12374,327546
SONACOMS.NS,489.75,496,500.7,480.45,704132
SONATSOFTW.NS,313.25,318.5,318.8,310.2,318936
SRF.NS,2726.5,2792.3,2881.5,2711.2,202474
STARHEALTH.NS,471.5,470,479.45,461.8,576077
SUMICHEM.NS,417.25,410,421.95,407.75,334284
SUNDARMFIN.NS,4958,5285,5285,4918,19119
SUNDRMFAST.NS,931.8,940.2,948,925,29527
SUNPHARMA.NS,1610.1,1640,1655.7,1590,2373624
SUNTV.NS,548.4,555.75,559,543,28539
SUPREMEIND.NS,3486.9,3488,3556,3378.9,80469
SUZLON.NS,46.17,48.21,48.95,45.95,67892850
SWANCORP.NS,406.8,418,426.7,404,399601
SWIGGY.NS,314.35,313,323.5,297.9,9238581
SYNGENE.NS,465.35,475.95,487.4,458.2,1371688
SYRMA.NS,767.25,765.1,812,720.3,2987001
TARIL.NS,237.17,237.9,242.83,232,1972451
TATACHEM.NS,742.9,745,752,721.65,247822
TATACOMM.NS,1604.9,1571.9,1635,1535.4,239786
TATACONSUM.NS,1087.3,1134,1149,1077,1165217
TATAELXSI.NS,5421,5317.5,5570,5281,334294
TATAINVEST.NS,604.55,626,627.4,598.2,286417
TATAPOWER.NS,354.35,367.7,372,351.65,3806616
TATASTEEL.NS,185.38,188.81,193.76,184.26,26527491
TATATECH.NS,638.7,645.95,652.4,627.05,587826
TBOTEK.NS,1383.7,1395.1,1413.3,1364.4,28156
TCS.NS,3186.9,3123.8,3234,3105.2,3012937
TECHM.NS,1717.3,1732,1766.4,1706.4,654184
TECHNOE.NS,996.1,988.95,1049.45,971.15,1023885
TEJASNET.NS,330.9,344,349,322.1,1777907
THELEELA.NS,425.45,415,433.55,413.4,124854
THERMAX.NS,2886.2,2865,2932.8,2857.8,42506
TIINDIA.NS,2334.5,2335.1,2436,2322.1,390698
TIMKEN.NS,3030.4,2925,3046.5,2925,23865
TITAGARH.NS,785.4,827,848,765,2261053
TITAN.NS,3985.3,3988,4143.5,3870.4,1114181
TMCV.NS,441.3,458.5,465.5,435,5277707
TMPV.NS,344.65,349.2,360.65,339.35,8423914
TORNTPHARM.NS,3997.1,3980,4018.3,3926.5,127410
TORNTPOWER.NS,1297.5,1388.1,1397,1266.8,344266
TRENT.NS,3729,3785.5,3804.9,3695,610655
TRIDENT.NS,25.87,26.26,28.2,25.51,32714014
TRITURBINE.NS,500.3,502.45,504.75,488.8,87298
TRIVENI.NS,358.6,377,388.7,354.55,294126
TTML.NS,45.14,45.9,46.4,44.56,2658821
TVSMOTOR.NS,3593.8,3680,3690,3509.1,440531
UBL.NS,1469.8,1451,1479.7,1432.3,50660
UCOBANK.NS,28.5,28.56,29.17,28.35,5833720
ULTRACEMCO.NS,"12,284.00","12,758.00","12,799.00","12,238.00",202576
UNIONBANK.NS,169.37,180.75,181.59,167.42,13587080
UNITDSPR.NS,1335,1365,1365.1,1311.7,492330
UNOMINDA.NS,1145.1,1187,1192.7,1135,236315
UPL.NS,664.95,704.1,709.1,644.6,1395403
USHAMART.NS,408.75,409.25,423.9,402,443413
UTIAMC.NS,986.55,972.95,990,961.25,51689
VBL.NS,469.1,470,474.75,462.5,2463402
VEDL.NS,655.15,635,673.9,613.4,47336588
VENTIVE.NS,724.9,735.05,746.35,715.1,37602
VGUARD.NS,344.75,353,354.85,333.5,221986
