symbol,close,open,high,low,volume
CIPLA.NS,1473.2,1473.4,1478.8,1462.3,1223370
CLEAN.NS,734.05,731.05,744,723.15,213754
COALINDIA.NS,414.15,413,415.1,410.15,5938134
COCHINSHIP.NS,1423,1404,1430.8,1400.1,1195972
COFORGE.NS,1721,1710,1738.8,1681.7,3381070
COHANCE.NS,425.05,426,427.55,421.45,172042
COLPAL.NS,2076.1,2109.5,2109.5,2047.3,322106
CONCOR.NS,525.5,527.7,528.95,520.85,1280939
CONCORDBIO.NS,1420.8,1347,1429.4,1333,598564
COROMANDEL.NS,2073.6,2061,2082,2026,158179
CRAFTSMAN.NS,9873.5,10143,10275,9771,104732
CREDITACC.NS,1592.8,1621,1634,1583,552037
CRISIL.NS,4359.8,4450,4450,4325,60624
CROMPTON.NS,260.2,260.45,263.9,258.15,2921974
CUB.NS,206.5,214.7,216.84,205.51,5323234
CUMMINSIND.NS,5519,5463,5567,5461.5,357879
CYIENT.NS,847.7,849.55,852.1,837.1,352298
DABUR.NS,421.45,429,429.75,420.25,2509913
DALBHARAT.NS,1799.7,1816.5,1816.5,1788.1,103602
DATAPATTNS.NS,4281,4128.7,4358.5,4090,1921056
DBREALTY.NS,112.8,113.84,114.8,112.2,129984
DCMSHRIRAM.NS,1033.9,1036.4,1052.7,1030,87857
DEEPAKFERT.NS,1552.8,1533.1,1608.8,1511.2,1138901
DEEPAKNTR.NS,1662.2,1652,1671,1645.5,137803
DELHIVERY.NS,481.95,468.3,491.4,465,5761053
DEVYANI.NS,114.18,118.53,119.48,113.51,3648159
DIVISLAB.NS,8056,7873,8090,7870.5,793919
DIXON.NS,14049,14335,14589,13601,634727
DLF.NS,659.3,658,661.95,656.25,1436219
DMART.NS,3921,3900.1,3946.5,3889.7,551952
DOMS.NS,2260,2268,2283.8,2226.1,37135
DRREDDY.NS,1148.1,1152,1154.3,1141.7,1085841
ECLERX.NS,1845.5,1910.9,1914,1834.8,208459
EICHERMOT.NS,7833.5,7899,7899,7794,720608
EIDPARRY.NS,760.05,757.75,765.9,753,300763
EIHOTEL.NS,327,332,334.3,325.75,161327
ELECON.NS,419.05,421,424.8,415.65,292053
ELGIEQUIP.NS,569.65,566.7,575,565.55,189851
EMAMILTD.NS,398.05,407.5,407.5,396.5,490748
EMCURE.NS,1960.1,1923.8,1999,1904,267249
ENDURANCE.NS,2758.3,2810,2835,2746,165164
ENGINERSIN.NS,222.38,222.99,224.68,220.1,877789
ENRIN.NS,3230.8,3154.6,3247.9,3152,536106
ERIS.NS,1354.7,1382.1,1387.9,1345,145669
ESCORTS.NS,3086,3013.6,3099,3010.2,336370
ETERNAL.NS,302.45,312.5,316,301.8,36770653
EXIDEIND.NS,449.8,456.65,459.6,444.15,6655019
FACT.NS,826.65,823.6,830,806.1,66445
FEDERALBNK.NS,358.85,355.4,359.7,354.75,3907564
FINCABLES.NS,987.6,973,1005.4,973,224243
FINPIPE.NS,162.37,163.5,164.47,161.41,531570
FIRSTCRY.NS,212.26,212.15,213.03,211.39,225742
FIVESTAR.NS,547.95,555,569,545,468225
FLUOROCHEM.NS,4366.8,4388.9,4471,4344.6,45315
FORCEMOT.NS,17902,17789,18347,17622,158205
FORTIS.NS,945,948.05,953.6,940.7,676906
FSL.NS,302.12,295.95,304.1,286.05,6319776
GAIL.NS,181.44,174.45,182.21,173.5,38893443
GESHIP.NS,1350.4,1380,1383,1345.9,492018
GICRE.NS,356.6,358.05,360.5,355.7,386766
GILLETTE.NS,7624,7724,7745,7546,58810
GLAND.NS,2502.9,2525.3,2535.9,2500,266828
GLAXO.NS,2655.4,2617.9,2679,2564.7,118467
GLENMARK.NS,2233.9,2207.2,2256.7,2207,371153
GMDCLTD.NS,564.25,564.4,578.45,548.1,2867677
GMRAIRPORT.NS,105.26,104,106.01,103.86,13437582
GODFRYPHLP.NS,2133.4,2144,2204.6,2122,406755
GODIGIT.NS,254.3,255.85,255.85,251.6,219292
GODREJAGRO.NS,556.8,561.2,562,555.55,78842
GODREJCP.NS,1070.4,1071.2,1076.3,1054.7,674686
GODREJIND.NS,1317.6,1309.9,1323.8,1304.5,48728
GODREJPROP.NS,2105.7,2125,2134,2096.1,585747
GPIL.NS,242.4,249.35,250.45,241.3,1400568
GRANULES.NS,824.65,836,842,822.5,693474
GRAPHITE.NS,656.4,667.9,667.9,655,518920
GRASIM.NS,3100.8,3115.7,3135.9,3092.6,309447
GRAVITA.NS,1616.4,1597.7,1634,1585,367160
GRSE.NS,2601.2,2615,2632.5,2590.1,441279
HAL.NS,4646.5,4591.1,4669,4591.1,747759
HAPPSTMNDS.NS,377.2,380.4,380.4,371.9,649082
HAVELLS.NS,1260.7,1273.9,1273.9,1256.9,1095362
HBLENGINE.NS,718.7,700,735.9,700,2001605
HCLTECH.NS,1346.9,1317.7,1356.5,1294.3,3369019
HDFCAMC.NS,2615.8,2550.1,2630,2550.1,825760
HDFCBANK.NS,748.15,753.95,757.55,747.2,25522483
HDFCLIFE.NS,548.5,548.7,550.9,544.05,11438476
HEG.NS,657.25,665.5,666,648,1259921
HEROMOTOCO.NS,5386,5375,5394.7,5297.5,769470
HEXT.NS,561.65,565.2,580.9,559.8,765370
HFCL.NS,193.92,193.92,193.92,191.01,33053426
HINDALCO.NS,974.45,979.8,988,971.05,5579336
HINDCOPPER.NS,491.6,485.2,499,482.55,7339280
HINDPETRO.NS,389.75,390.8,391.9,385.6,7761816
HINDUNILVR.NS,2101.3,2119.6,2119.6,2091.1,1759019
HINDZINC.NS,539.2,536.05,543.9,535.35,4198309
HOMEFIRST.NS,1189,1189.5,1214,1170.6,290248
HONASA.NS,449.55,448,457.85,446.2,681440
HONAUT.NS,38155,39750,39865,38000,10140
HSCL.NS,750.65,763.6,781.9,742.5,4621023
HUDCO.NS,195.1,197.11,197.98,194.4,1461868
HYUNDAI.NS,2180.7,2099,2208,2090,5531547
ICICIBANK.NS,1435.4,1434.3,1441.9,1431.4,8752440
ICICIGI.NS,1623.7,1636,1644.5,1618.6,471503
ICICIPRULI.NS,515.4,511,517.2,509,1002334
IDBI.NS,83.75,84.5,84.74,83.6,4088488
IDEA.NS,13.01,12.98,13.08,12.76,387269596
IDFCFIRSTB.NS,84.68,84.76,85.74,84.51,13981195
IEX.NS,132.24,131.89,133.5,131.05,3874458
IFCI.NS,76.54,74.5,77.57,73.83,50453251
IGIL.NS,353.45,348.8,355.8,342.05,1416682
IGL.NS,151.98,152,152.69,151.06,661065
IIFL.NS,608.65,614,623,605.4,2476256
IKS.NS,1848.9,1784.2,1880.7,1768.1,212871
INDGN.NS,515.15,510.35,536.5,500.35,1142293
INDHOTEL.NS,738.55,751.2,757.4,736.85,2772348
INDIACEM.NS,398,401.7,401.7,395.35,108795
INDIAMART.NS,1799.8,1750.1,1807.9,1738.1,207650
INDIANB.NS,836.5,828,840.9,828,1312076
INDIGO.NS,5171,5260,5282,5137.5,462900
INDUSINDBK.NS,1012.45,1011.45,1017.9,996.4,2922821
INDUSTOWER.NS,391.1,394.9,394.9,371.4,8164388
INFY.NS,1130.1,1118.9,1139.3,1107.2,14367075
INOXINDIA.NS,1908,1908,1947,1870.2,209318
INOXWIND.NS,78.14,75.62,78.42,75.25,16412344
INTELLECT.NS,719.9,705.5,724.05,685.1,2151841
IOB.NS,33.9,33.85,34.18,33.67,1581741
IOC.NS,140.17,140.2,140.69,138.86,9626379
IPCALAB.NS,1747.8,1759,1780.3,1741,138035
IRB.NS,20,20.4,20.53,19.91,23477102
IRCON.NS,125.99,125.7,126.42,125.3,642958
IRCTC.NS,489.8,494.7,495.7,489,901731
IREDA.NS,119.59,119.6,120.6,119.2,4072312
IRFC.NS,89.15,89.5,89.88,88.43,12049926
ITC.NS,281,285.55,285.8,280.05,16833813
ITCHOTELS.NS,162.37,161.4,163.62,160.7,2015370
ITI.NS,276.7,273.75,277.9,272.8,163583
JBMA.NS,658.35,674,676,651,538984
JINDALSAW.NS,256.95,255.6,259.25,254.2,684692
JINDALSTEL.NS,1102.4,1094.5,1114,1093.6,783287
JIOFIN.NS,256.46,247.5,257.06,247,42840807
JKCEMENT.NS,5444,5567,5606.5,5377.5,79905
JKTYRE.NS,399.75,398.95,408,398.15,1145533
JMFINANCIL.NS,122.16,120.95,123,120.5,1308172
JPPOWER.NS,18.29,17.35,18.91,17.2,257937939
JSL.NS,734.8,745.85,745.85,725,351429
JSWENERGY.NS,554.65,542.1,557.2,541.9,1585612
JSWINFRA.NS,312.4,320.1,322.05,311.6,3767139
JSWSTEEL.NS,1270,1276.4,1282.2,1262,1449872
JUBLFOOD.NS,438.25,441,441,433,2001357
JUBLINGREA.NS,735.7,735.4,740,726.25,131785
JUBLPHARMA.NS,935.15,960,966.05,931,223422
JWL.NS,259.2,260,262.25,258.2,727838
JYOTHYLAB.NS,198.85,203.21,203.21,197.71,727347
JYOTICNC.NS,808.65,818.6,839,806.5,766793
KAJARIACER.NS,1198.3,1192.9,1229.9,1177,947697
KALYANKJIL.NS,612.6,634.6,638.4,610.05,23711127
KARURVYSYA.NS,342.45,342.45,346.75,340.6,2390096
KAYNES.NS,3804.6,3644.6,3859.8,3622.2,3267041
KEC.NS,468.95,470.9,472.6,466.3,709491
KEI.NS,4999,4797.5,5085,4797.5,481434
KFINTECH.NS,937.9,943.1,956.3,933.6,632767
KIMS.NS,804.7,812.7,814,801.9,393857
KIRLOSBROS.NS,1870.1,1898.9,1915,1796.5,281794
KIRLOSENG.NS,2189.8,2173,2275,2145,764099
KOTAKBANK.NS,390.3,390.2,391.85,388,7014637
KPIL.NS,1289.6,1279.1,1302,1268.1,201115
KPITTECH.NS,598.4,585.3,607.5,575.5,6237877
KPRMILL.NS,1049.8,1034.5,1053.8,1022.6,320755
KSB.NS,855.9,858,865.7,840.65,135871
LALPATHLAB.NS,1905.2,1883.2,1916.1,1852.9,355875
LATENTVIEW.NS,316.2,308,317.8,307.5,555324
LAURUSLABS.NS,1816.2,1785,1826.6,1785,2502579
LEMONTREE.NS,109.3,109.8,110.45,109.01,2717534
LICHSGFIN.NS,523.1,537.5,540.2,521.5,4188796
LICI.NS,424.7,423.1,425.65,420.3,1299272
LINDEINDIA.NS,6745,6656,6810,6646.5,55674
LLOYDSME.NS,2047,2025,2100,2015.1,874405
LODHA.NS,1243.95,1285.4,1297,1239.55,3593817
LT.NS,3938.9,3962.9,3973.1,3923.2,1753377
LTF.NS,311.25,307.45,314.05,306.65,5329552
LTFOODS.NS,410.35,401.3,416.8,398.8,2405046
LTTS.NS,3555.4,3524.2,3580,3456.3,119524
LUPIN.NS,2415,2428.4,2435,2404,1006308
MAHABANK.NS,79.33,79.8,80.2,78.96,7563638
MAHSCOOTER.NS,13009,12409,13059,12380,9662
MAHSEAMLES.NS,565.35,572.65,573.25,560,208948
MANAPPURAM.NS,371.85,368.35,377,367.3,6553842
MANKIND.NS,2469.6,2604,2613.5,2422,2362283
MANYAVAR.NS,414.65,422.45,423.2,412.45,190783
MAPMYINDIA.NS,1181.65,1192.15,1192.15,1158.35,190731
MARICO.NS,870.65,888,889,868,2540351
MARUTI.NS,14234,14250,14348,14124,535417
MAXHEALTH.NS,1098.5,1126,1132,1091.2,2055225
MAZDOCK.NS,2381.8,2345,2401.8,2328.8,1599786
MCX.NS,2692.2,2685,2704.7,2668.4,999020
MEDANTA.NS,1405.6,1390,1415,1334.8,467328
METROPOLIS.NS,582.45,585.2,586.15,567.6,324208
MFSL.NS,1499,1517.9,1520.5,1494.4,516369
MGL.NS,1120.5,1130,1179,1111.1,821301
MINDACORP.NS,700.95,714.75,714.75,697.25,301252
MMTC.NS,62.66,60.3,62.78,60.02,3112811
MOTHERSON.NS,150.75,146.81,152.4,146.42,23484060
MOTILALOFS.NS,851.95,839,860,837.35,823786
MPHASIS.NS,2342.3,2324.6,2351.8,2222.3,568913
MRF.NS,132770,135000,135395,132500,5461
MRPL.NS,169.94,167.5,171.29,165.3,7627784
MSUMI.NS,40.61,41.2,41.36,40.52,8770384
MUTHOOTFIN.NS,3119.6,3025.7,3144.8,3015.1,1285016
NAM-INDIA.NS,1161.4,1149,1175.6,1141.1,877923
NATCOPHARM.NS,917,934.45,935.65,913,329649
NATIONALUM.NS,350.05,352,355.75,347.65,7186013
NAUKRI.NS,1226.25,1236,1236,1204.1,1990511
NAVA.NS,553.45,552.8,560.7,550.6,269028
NAVINFLUOR.NS,7567.5,7474,7655,7473.5,194108
NBCC.NS,94.8,93.9,95.55,93.7,5779241
NCC.NS,141.08,141.3,141.61,140.13,813015
NESTLEIND.NS,1509.6,1529,1529,1497.5,2501825
NETWEB.NS,4524,4300,4598,4252,4510774
NEULANDLAB.NS,19043,19176,19389,18808,53991
NEWGEN.NS,555.7,552.95,557.7,533.35,1177828
NH.NS,2029.2,2080.3,2088.5,2012,268301
NHPC.NS,78.73,78.29,78.86,77.91,5662702
NIACL.NS,173.62,166.11,174.33,165.6,2405005
NIVABUPA.NS,87.01,89.61,91.4,84.66,18635322
NLCINDIA.NS,297.9,293.9,298.5,292,1397677
NMDC.NS,85.04,85.5,85.6,84.69,12787764
NSLNISP.NS,43.02,43,43.24,42.75,1618649
NTPC.NS,347.25,344.1,348.25,343.55,8519119
NTPCGREEN.NS,90.03,90.98,91.16,89.5,4174770
NUVAMA.NS,1803.8,1809.9,1850,1785.3,280873
NUVOCO.NS,344.65,349.2,353,343,380104
NYKAA.NS,333.4,336.2,338,331.05,6380873
OBEROIRLTY.NS,1827.7,1806,1836.6,1806,337199
OIL.NS,458.6,454.95,459.4,451.2,1629335
OLAELEC.NS,38.66,38.03,38.9,37.61,38950908
OLECTRA.NS,1324.2,1325.6,1338.8,1320,243173
ONESOURCE.NS,1619.7,1678,1692.9,1601.5,430272
ONGC.NS,242.53,241.58,242.96,238.17,10070729
PAGEIND.NS,40375,41000,41160,39890,24934
PATANJALI.NS,354.6,357.45,360.65,353.15,2716085
PAYTM.NS,1343,1322.2,1360,1322.2,2303054
PCBL.NS,317.9,328,330.6,313.3,9190575
PERSISTENT.NS,5549,5458.7,5580,5263.4,1471276
PETRONET.NS,280.75,278.8,281.3,276.95,1110722
PFC.NS,424.35,423.7,427.1,420.35,10382221
PFIZER.NS,4823.9,4780,4848.1,4780,26661
PGEL.NS,613.35,615,627.45,608,1858933
PGHH.NS,8594,8518.5,8619.5,8419,19125
PHOENIXLTD.NS,1893.3,1889.1,1917.4,1881.1,735057
PIDILITIND.NS,"1,611.40","1,630.50","1,637.90","1,601.00",821463
PIIND.NS,2751.2,2778.8,2781.3,2740,100436
PNB.NS,112.71,112,113,111.69,11559072
PNBHOUSING.NS,1053.1,1033,1059.4,1028.1,1118030
POLICYBZR.NS,1601.5,1606,1613.5,1594,542071
POLYCAB.NS,9106.5,8924,9135.5,8924,283259
POLYMED.NS,1702,1667.2,1723,1660,111907
POONAWALLA.NS,463.55,480,485,461,2691785
POWERGRID.NS,284.25,286.3,287.4,283,7804310
POWERINDIA.NS,32175,31900,32750,31900,166141
PPLPHARMA.NS,195.61,198.06,200.8,193.19,6600377
PRAJIND.NS,311.9,307.8,315,306.75,459348
PREMIERENE.NS,1022.2,992,1027,981.3,1706896
PRESTIGE.NS,1616.2,1595.5,1624.4,1585,671051
PTCIL.NS,17737,17815,18000,17661,9811
PVRINOX.NS,1130.6,1132.95,1143.55,1123.1,178460
RADICO.NS,4340.8,4374.9,4390,4321,366998
RAILTEL.NS,284.5,293.5,293.9,283.8,1263003
RAINBOW.NS,1525.4,1530,1542,1457,179706
RAMCOCEM.NS,918.25,910.95,921.75,910.95,45292
RBLBANK.NS,375.5,380,381.8,373,5846031
RCF.NS,127.4,126.05,127.85,125.75,721294
RECLTD.NS,372.95,372.6,374,370,3604289
REDINGTON.NS,321.65,312.5,327.65,306.95,23658297
RELIANCE.NS,1307.8,1295,1309.7,1293.6,8624996
RHIM.NS,388.55,393.4,393.4,386.1,226665
RITES.NS,214.09,217.5,217.5,213.6,690173
RKFORGE.NS,651.15,630,654.65,624.2,2438978
RPOWER.NS,23.41,23.5,23.68,23.2,15624345
RRKABEL.NS,2602.8,2600,2660.6,2593,527247
RVNL.NS,225.48,223.95,226.52,222.1,4389129
SAGILITY.NS,43.4,45.98,46.19,43.2,39492620
SAIL.NS,169.03,169.66,171.85,167.97,15525081
SAILIFE.NS,1315.1,1315.1,1338,1303.6,301481
SAMMAANCAP.NS,162.43,160.21,163.49,160.11,4025787
SAPPHIRE.NS,185.11,194.81,195,183.55,2311099
SARDAEN.NS,516.6,511.3,520,508.8,263897
SAREGAMA.NS,522.85,522.8,531.3,517.3,257411
SBFC.NS,90.4,90.27,90.99,89.9,597593
SBICARD.NS,660.15,661,665.5,656.55,903831
SBILIFE.NS,1882,1885,1898.9,1870.6,723852
SBIN.NS,1027.4,1028.1,1034.3,1023.5,10921417
SCHAEFFLER.NS,4079.2,4088,4103.6,4026.1,186295
SCHNEIDER.NS,1355.3,1315,1391,1307,895818
SCI.NS,291.45,279.45,292.8,278.05,3464200
SHREECEM.NS,26055,26500,26590,25500,112164
SHRIRAMFIN.NS,1046.7,1029.2,1054.6,1029.1,6318223
SHYAMMETL.NS,1031.3,1020,1037.15,1016.6,415132
SIEMENS.NS,3760,3662.1,3808.4,3662.1,565322
SIGNATURE.NS,820.45,814.3,824.5,811.2,180248
SJVN.NS,68.62,68.84,69.4,67.56,5494583
SKFINDIA.NS,1479.6,1473,1497.9,1467.1,16194
SOBHA.NS,1372.2,1359.9,1378.2,1344.6,59090
SOLARINDS.NS,18391,18110,18619,18110,88937
SONACOMS.NS,769.4,769.95,773.2,761.95,2880222
SONATSOFTW.NS,322.45,310.5,324.6,301.6,2337707
SRF.NS,2622.5,2614.8,2639.1,2597.8,365175
STARHEALTH.NS,601,609.35,616.5,593.3,604638
SUMICHEM.NS,510.3,513,514.05,502.1,589716
SUNDARMFIN.NS,4665.6,4499.9,4685.8,4461.1,150275
SUNDRMFAST.NS,977.45,975,980,963.65,53330
SUNPHARMA.NS,1990.5,2016.4,2046.9,1965.3,4954449
SUNTV.NS,508.65,511.5,517.8,505.8,186436
SUPREMEIND.NS,3465.4,3475,3481.1,3430,137594
SUZLON.NS,48.01,47.56,48.18,47.13,56655652
SWANCORP.NS,307.8,306.65,310,304,1054925
SWIGGY.NS,284.86,290,294.59,280.2,46812931
SYNGENE.NS,385.9,399,399,383.25,3061579
SYRMA.NS,1366.8,1380.5,1403.3,1363,1567542
TARIL.NS,296.5,295.05,304.1,295.05,1725542
TATACHEM.NS,673.55,671,676.4,668.2,334656
TATACOMM.NS,1756.4,1781.7,1799,1751,175054
TATACONSUM.NS,1083.1,1098.9,1098.9,1081,1479617
TATAELXSI.NS,3672.9,3638,3686.9,3566.5,269189
TATAINVEST.NS,679.45,674,683.9,670.05,204587
TATAPOWER.NS,380.7,378,381.35,377.15,3006383
TATASTEEL.NS,189.69,188.25,191.84,186.31,34249584
TATATECH.NS,747.65,751.8,752.65,733,433679
TBOTEK.NS,1531.2,1515,1566,1509.4,682951
TCS.NS,2365.6,2385,2391,2326.1,4343683
TECHM.NS,1651.3,1620,1661.5,1610.5,3355677
TECHNOE.NS,980.3,967.2,984.7,957.7,196607
TEJASNET.NS,513,509,529.9,506.15,2047789
THELEELA.NS,494.6,468.1,504.9,468,2200893
THERMAX.NS,4306,3892,4489,3566.5,3745682
TIINDIA.NS,2753,2716.6,2775,2689,485821
TIMKEN.NS,3145.4,3104.6,3168,3091.6,82305
TITAGARH.NS,825.2,825,832.8,820,189374
TITAN.NS,4875.2,4850,4886,4820.9,1003314
TMCV.NS,436.8,414.95,440.65,414.25,19277230
TMPV.NS,339.75,335.55,341.95,334.5,8527463
TORNTPHARM.NS,5122.8,4948,5140.7,4894.4,1427855
TORNTPOWER.NS,1413.3,1431,1437,1397.1,394456
TRENT.NS,3005.9,3008,3026.7,2990.9,605222
TRIDENT.NS,24.71,24.76,24.84,24.62,2505631
TRITURBINE.NS,601.7,610.55,610.55,600,668553
TRIVENI.NS,221.5,227.45,228.8,220.05,379844
TTML.NS,39.95,40.38,41.2,39.51,3372543
TVSMOTOR.NS,4313.1,4208.4,4325,4198,2991859
UBL.NS,1418.8,1450,1459.1,1411.2,136893
UCOBANK.NS,26.17,25.94,26.26,25.88,4036886
ULTRACEMCO.NS,11903,11850,12009,11799,390471
UNIONBANK.NS,171.24,171.06,172.8,169.82,5557534
UNITDSPR.NS,1515.9,1532.9,1535,1510.6,784002
UNOMINDA.NS,1180.5,1181,1188,1167.6,776436
UPL.NS,604.3,607.6,607.6,599.05,1386415
USHAMART.NS,495.95,504.8,513.5,493.1,358005
UTIAMC.NS,903.1,913.9,914.9,899.05,122117
VBL.NS,442.3,451,451,439.85,7987191
VEDL.NS,264.25,268.8,269,263,15446979
VENTIVE.NS,624.6,631.5,631.5,623.05,7538
VGUARD.NS,314.5,319.4,328.25,312.6,5010102
VIJAYA.NS,1344.4,1359.9,1359.9,1328.1,252851
VMM.NS,107.1,109.42,109.42,106.47,12787858
VOLTAS.NS,1328.9,1340,1353.8,1322,748114
VTL.NS,585.8,604.4,611.1,582.5,577911
WAAREEENER.NS,2680.2,2639.9,2701.9,2625.5,1316398
